Date,AAPL,MSFT,GOOG,TWTR,NVDA,V,NFLX,FB,AMZN,INTC,BABA,BAC,AMD,PEP,ATVI,C,F,AABA,BA,CSCO,WMT
30/05/2018,187.5,98.95,1067.8,34.36,252.99,130.64,353.54,187.67,1624.89,55.68,197.98,29.49,13.82,101.83,70.69,66.68,11.55,77.03,358.19,42.85,84.12
31/05/2018,186.87,98.84,1084.99,34.7,252.19,130.72,351.6,191.78,1629.62,55.2,198.01,29.04,13.73,100.25,70.91,66.69,11.55,77.16,352.16,42.71,82.54
01/06/2018,190.24,100.79,1119.5,36.65,257.62,130.85,359.93,193.99,1641.54,57.08,204.34,29.4,14.4,100.25,73.03,67.28,11.71,78.98,356.72,43.66,82.99
04/06/2018,191.83,101.67,1139.29,37.88,264.85,133.07,361.81,193.28,1665.27,56.83,208.95,29.4,14.85,100.12,72.79,67.34,11.74,80.24,360.73,43.58,85.42
05/06/2018,193.31,102.19,1139.66,39.8,265.07,133.56,365.8,192.94,1696.35,56.53,208.37,29.12,14.85,100.21,72.77,66.76,11.83,80.35,360.1,43.67,84.62
06/06/2018,193.98,102.49,1136.88,40.1,265.15,136.28,367.45,191.34,1695.75,57.03,208.3,30.04,15.67,100.83,74.79,68.23,11.97,80.28,371.56,44.26,84.56
07/06/2018,193.46,100.88,1123.86,39.7,262.9,133.84,361.4,188.18,1689.3,55.88,203.62,30.09,14.89,101.16,73.95,68.45,12.03,79.75,368.53,43.65,84.95
08/06/2018,191.7,101.63,1120.87,41.21,262.28,134.74,360.57,189.1,1683.99,55.05,205.07,30.01,15.25,102.49,74.29,68.47,12.1,80.55,369.5,43.48,84.36
11/06/2018,191.23,101.05,1129.99,41.42,260.62,133.91,361.45,191.54,1689.12,54.52,205.7,30.06,15.73,103.21,75,68.11,12.03,80.69,370.94,43.69,84.3
12/06/2018,192.28,101.31,1139.32,43.49,262.58,134.86,363.83,192.4,1698.75,54.82,209.08,29.9,15.85,104.48,75.94,67.61,12.11,81.62,370.62,43.94,84.1
13/06/2018,190.7,100.85,1134.79,44.07,262.4,134.4,379.93,192.41,1704.86,55.03,206.62,29.84,16.32,105.27,76.67,67.29,12.02,80.83,363.85,44.01,84.09
14/06/2018,190.8,101.42,1152.12,46.76,266.91,135,392.87,196.81,1723.86,55.54,210.86,29.5,16.25,105.13,77.71,66.16,11.89,82.36,362.42,44.69,83.79
15/06/2018,188.84,100.13,1152.26,45.8,265.26,135.1,391.98,195.85,1715.97,55.11,208,29.28,16.34,107.61,77.41,66.34,11.88,81.46,357.88,44.25,83.7
18/06/2018,188.74,100.86,1173.46,46,265.09,136.2,390.4,198.31,1723.79,53.22,208.57,29.4,17.11,105.38,77.87,66.75,11.99,81.61,354.74,44.21,83
19/06/2018,185.69,100.86,1168.06,44.95,260.17,135.11,404.98,197.49,1734.78,52.93,204.43,29.26,16.69,105.96,77.24,66.78,11.89,80.17,341.12,43.82,83.61
20/06/2018,186.5,101.87,1169.84,46.13,262.31,135.5,416.76,202,1750.08,53.46,206.23,29.24,16.52,105.81,76.84,67.38,11.87,81.11,342.69,43.74,83.61
21/06/2018,185.46,101.14,1157.66,45.24,257.11,134.53,415.44,201.5,1730.22,52.19,202.21,29.29,15.65,107.24,76.05,67.63,11.71,79.62,337.66,43.16,84.21
22/06/2018,184.92,100.41,1155.48,45.88,250.95,135.33,411.09,201.74,1715.67,52.5,202.01,28.99,15.8,108.37,75.98,67.2,11.65,79.46,338.91,43.2,84.82
25/06/2018,182.17,98.39,1124.81,44.17,239.12,130.93,384.48,196.35,1663.15,50.71,191.25,28.48,15.11,108.99,74.7,65.75,11.5,75.46,331.2,42.29,86.47
26/06/2018,184.43,99.08,1118.46,44.84,241.99,132.55,399.39,199,1691.09,49.67,191.42,28.54,15.5,108.05,75.27,66.31,11.52,75.5,331.3,42.55,85.98
27/06/2018,184.16,97.54,1103.98,43.7,235.72,131.02,390.39,195.84,1660.51,48.76,185.02,28.24,14.97,108.27,73.42,65.46,11.42,73.13,329.82,42.33,86.89
28/06/2018,185.5,98.63,1114.22,44.79,240.86,132.74,395.42,196.23,1701.45,49.25,188.38,28.67,15.31,108.68,76.01,66.88,11.28,74.41,334.65,42.94,85.86
29/06/2018,185.11,98.61,1115.65,43.67,236.9,132.45,391.43,194.32,1699.8,49.71,185.53,28.19,14.99,108.87,76.32,66.92,11.07,73.21,335.51,43.03,85.65
02/07/2018,187.18,100.01,1127.46,44.98,242.24,132.5,398.18,197.36,1713.78,50.2,186.36,28.28,15.16,109.53,77.28,67.16,11.1,73.41,336.08,42.81,84
03/07/2018,183.92,99.05,1102.89,43.89,236.84,131.45,390.52,192.73,1693.96,49.47,184.75,27.78,15,108.8,75.88,66.06,10.99,72.79,332.93,42.67,84.44
05/07/2018,185.4,99.76,1124.27,45.06,242.73,133.29,398.39,198.45,1699.73,50.75,186.88,27.92,15.5,109.55,76.19,66.56,11.05,73.35,333.18,42.56,84.57
06/07/2018,187.97,101.16,1140.17,46.65,247.33,134.09,408.25,203.23,1710.63,51.37,192.27,28.03,16.36,109.56,77.19,67.14,11.06,75.36,334.64,42.71,84.51
09/07/2018,190.58,101.85,1154.05,44.14,249.25,135.52,418.97,204.74,1739.02,51.86,192.75,29.05,16.61,107.76,76.84,68.94,11.2,75.61,341.92,42.67,85.93
10/07/2018,190.35,102.12,1152.84,43.75,253.25,136.69,415.63,203.54,1743.07,52.16,192.55,28.83,16.55,112.89,76.19,68.23,11.25,75.97,347.16,42.86,87.21
11/07/2018,187.88,101.98,1153.9,43.87,247.53,138.15,418.65,202.54,1755,51.2,187.42,28.68,16.27,112.54,78.61,67.91,11.07,73.76,340.6,42.57,86.53
12/07/2018,191.03,104.19,1183.48,45.26,251.23,139.9,413.5,206.92,1796.62,52.35,190.17,28.77,16.56,111.53,81.37,68.51,11.05,74.61,346.03,43.58,86.52
13/07/2018,191.33,105.43,1188.82,44.49,249.32,139.42,395.8,207.32,1813.03,52.22,190.04,28.55,16.27,112.69,81.5,67,10.98,74.48,350.79,41.78,87.7
16/07/2018,190.91,104.91,1183.86,44.26,248.2,138.46,400.48,207.23,1822.49,52.01,190.35,29.78,16.58,112.96,80.23,69.46,10.85,74.66,356.1,42.5,87.64
17/07/2018,191.45,105.95,1198.8,44.71,253.69,139.64,379.48,209.99,1843.93,51.75,192.66,30.01,16.87,114.88,80.95,69.35,10.86,75.36,356.88,42.34,88.19
18/07/2018,190.4,105.12,1195.88,43.34,251.7,140.9,375.13,209.36,1842.92,51.72,190.79,30.13,16.85,114.83,81.27,69.85,10.87,74.66,360.23,42.21,88.07
19/07/2018,191.88,104.4,1186.96,43.44,252.03,140.13,364.23,208.09,1812.97,51.98,187.34,29.67,16.71,115.77,80.61,68.99,10.82,73.36,355.33,42.4,87.72
20/07/2018,191.44,106.27,1184.91,43.42,250.89,140.99,361.05,209.94,1813.7,51.91,187.25,30.13,16.5,116.01,79.65,69.22,10.56,73.27,354.9,42.01,88.06
23/07/2018,191.61,107.97,1205.5,43.31,249.41,140.03,362.66,210.91,1802,52.31,187.04,30.75,16.66,114.39,79.75,70.21,10.47,73.15,353.27,42.06,87.63
24/07/2018,193,107.66,1248.08,42.17,248.71,140.03,357.32,214.67,1829.24,52.18,189,30.83,16.19,114.74,78.41,71.07,10.57,74.15,358.27,42.39,87.96
25/07/2018,194.82,110.83,1263.7,44.22,251.87,142.64,362.87,217.5,1863.61,52.43,197.98,31.07,16.05,115.21,79.45,71.72,10.52,77.53,355.92,43.16,87.9
26/07/2018,194.21,109.62,1268.33,42.94,254.84,142.5,363.09,176.26,1808,52.16,194.18,30.94,18.35,115,77.65,71.34,9.89,76.19,359.32,43.53,88.23
27/07/2018,190.98,107.68,1238.5,34.12,252.02,140.71,355.21,174.89,1817.27,47.68,189.42,31.06,18.94,114.28,75.36,71.69,9.93,74.1,360.65,42.57,88.13
30/07/2018,189.91,105.37,1219.74,31.38,244.13,136.48,334.96,171.06,1779.22,47.69,184.82,31.31,19.42,114.18,72.75,72.29,10.07,72.39,351.06,42.17,88.88
31/07/2018,190.29,106.08,1217.26,31.87,244.86,136.74,337.45,172.58,1777.44,48.1,187.23,30.88,18.33,115,73.42,71.89,10.04,73.45,356.3,42.29,89.23
01/08/2018,201.5,106.28,1220.01,31.91,246.47,138.25,338.38,171.65,1797.17,48.81,185.27,31.25,18.48,113.61,73.08,71.93,9.9,73.18,352.76,41.86,88.24
02/08/2018,207.39,107.57,1226.15,32.82,250.62,138.92,344.5,176.37,1834.33,49.48,182.6,31.28,18.79,114.69,74.06,71.84,9.92,72.09,349.73,42.53,88.76
03/08/2018,207.99,108.04,1223.71,31.96,252.1,139.82,343.09,177.78,1823.29,49.63,180.84,31.51,18.49,116.3,71.32,72.39,10.04,71.58,348.44,42.83,89.6
06/08/2018,209.07,108.13,1224.77,32.98,254.03,139.71,350.92,185.69,1847.75,49.3,178.62,31.52,19.43,117.38,70.57,72.4,10.03,70.89,346.57,43.3,89.67
07/08/2018,207.11,108.88,1242.22,32.67,256.95,140.28,351.83,183.81,1862.48,49.7,179.92,31.51,19.56,114.22,70.23,72.41,10.08,71.5,350.76,43.58,89.77
08/08/2018,207.25,109.49,1245.61,31.84,258.42,140.68,347.61,185.18,1886.52,49.96,177.52,31.8,19.58,113.49,70.01,72.89,10.05,70.99,347.78,43.84,90.05
09/08/2018,208.88,109.67,1249.1,31.96,256.46,140.01,349.36,183.09,1898.52,50.14,177.19,31.6,19.1,113.7,70.5,71.98,9.91,70.49,343.72,43.78,89.01
10/08/2018,207.53,109,1237.61,32.01,254.79,139.73,345.87,180.26,1886.3,48.85,180.01,31.19,19.06,112.87,70.61,70.26,9.74,70.97,339.41,43.78,90.18
13/08/2018,208.87,108.21,1235.01,32.8,256.12,140.21,341.31,180.05,1896.2,48.45,177.68,30.48,19.73,113.02,70.52,69.16,9.46,70.2,338.36,43.75,89.64
14/08/2018,209.75,109.56,1242.1,33.19,261.43,140.76,337.49,181.11,1919.65,48.12,172.53,30.79,20.02,113.1,71.29,70.01,9.5,68.15,339.14,44,90.85
15/08/2018,210.24,107.66,1214.38,32.38,259.08,139.92,326.4,179.53,1882.62,47.46,169.83,30.36,19.7,113.45,69.31,68.65,9.45,67.04,331.76,43.86,90.22
16/08/2018,213.32,107.64,1206.49,32.83,257.44,140.65,322.44,174.7,1886.52,47.17,171.99,30.72,19.33,114.25,69.69,69.56,9.51,68.14,345.98,45.16,98.64
17/08/2018,217.58,107.58,1200.96,32.73,244.82,141.33,316.78,173.8,1882.22,47.1,172.78,30.74,19.77,114.96,69.15,69.67,9.55,68.17,346.4,45.87,97.85
20/08/2018,215.46,106.87,1207.77,32.6,247.84,140.94,327.73,172.5,1876.71,46.5,176.29,30.87,19.98,114.84,68.93,70.53,9.72,69.26,350.74,46.22,96
21/08/2018,215.04,105.98,1201.62,33.69,253.32,140.04,338.02,172.62,1883.42,47.62,177.92,31.02,20.4,113.72,69.66,71.24,9.86,70.25,353.77,45.78,96.08
22/08/2018,215.05,107.06,1207.33,33.81,262.82,141.14,344.44,173.64,1904.9,47.05,177.85,30.98,20.9,112.24,71.43,71.12,9.69,70.32,350.03,45.99,95.67
23/08/2018,215.49,107.56,1205.38,33.88,266.84,142.1,339.17,172.9,1902.9,46.98,172.23,30.84,22.29,111.93,71.17,70.81,9.63,68.22,347.48,46.02,95.18
24/08/2018,216.16,108.4,1220.65,34.28,272.22,144.2,358.82,174.65,1905.39,47.66,174.23,30.89,23.98,112.15,74.09,70.67,9.68,68.9,349.38,46.32,94.95
27/08/2018,217.94,109.6,1241.82,35.89,275.9,145.4,364.58,177.46,1927.68,48.35,180.65,31.31,25.26,112.41,74.09,72.39,9.99,70.84,353.74,46.59,94.54
28/08/2018,219.7,110.26,1231.15,35.49,274.38,145.2,368.49,176.26,1932.82,48.57,178.19,31.27,25.05,111.17,74,72.38,10.01,70.3,351.21,46.95,96.07
29/08/2018,222.98,112.02,1249.3,35.35,278.49,147.03,368.04,175.9,1998.1,48.75,178.5,31.14,25.2,112.05,74.91,72.53,9.97,70.43,350.19,47.48,95.64
30/08/2018,225.03,111.95,1239.12,35.64,277.81,146.74,370.98,177.64,2002.38,48.24,174.6,31.01,24.89,111.96,74.1,71.46,9.7,69.33,346.9,47.15,96.1
31/08/2018,227.63,112.33,1218.19,35.18,280.68,146.89,367.68,175.73,2012.71,48.43,175.01,30.93,25.17,112.01,72.1,71.24,9.48,69.55,342.79,47.77,95.86
04/09/2018,228.36,111.71,1197,34.84,283.7,147.8,363.6,171.16,2039.51,47.96,170.44,31.14,28.06,111,72.98,71.4,9.47,67.96,346.25,47.73,95.36
05/09/2018,226.87,108.49,1186.48,32.73,278.42,142.67,341.18,167.18,1994.82,47.72,164.23,31.18,28.51,113.12,71.65,71.17,9.49,65.65,346.68,47.27,96.62
06/09/2018,223.1,108.74,1171.44,30.81,272.72,144.5,346.46,162.53,1958.31,47.26,159.87,30.85,27.84,113.5,71.96,70.11,9.43,64.21,351.27,47.28,96.45
07/09/2018,221.3,108.21,1164.83,30.49,271.86,143.2,348.68,163.04,1952.07,46.45,162.37,30.86,27.38,112.74,73.57,69.64,9.27,64.82,349.28,47.05,95.83
10/09/2018,218.33,109.38,1164.64,30.54,274.73,144.08,348.41,164.18,1939.01,46.3,156.36,30.82,29.89,113.57,74.26,69.63,9.38,63.8,341.86,47.07,96.9
11/09/2018,223.85,111.24,1177.36,30.89,272.8,145.49,355.93,165.94,1987.15,44.93,157.46,30.85,30.1,113.33,79.5,69.43,9.31,64.29,345.25,47.03,96.64
12/09/2018,221.07,111.71,1162.82,29.75,268.2,146.57,369.95,162,1990,44.93,161.46,30.43,32.21,113.85,80.52,70.51,9.34,66.52,353.41,46.89,95.97
13/09/2018,226.41,112.91,1175.33,30.39,271.34,147.63,368.15,161.36,1989.87,45.57,165.53,30.14,30.48,114.99,80.43,70.15,9.37,67.98,355.46,47.24,95.12
14/09/2018,223.84,113.37,1172.53,30.12,276.43,147.84,364.56,162.32,1970.19,45.54,164.74,30.37,32.72,114.57,81.27,70.54,9.45,67.75,359.8,47.4,94.59
17/09/2018,217.88,112.14,1156.05,28.86,273.93,146.18,350.35,160.58,1908.03,45.42,158.89,30.28,32.43,115.4,78.88,70.88,9.55,65.9,355.96,47.11,94.82
18/09/2018,218.24,113.21,1161.22,29.22,271.02,147.63,367.65,160.3,1941.05,46.1,156.65,30.21,31.93,113.98,79.63,71.36,9.58,64.98,363.58,47.46,95.43
19/09/2018,218.37,111.7,1171.09,29.22,271.98,147.42,366.96,163.06,1926.42,46.15,162.63,31,31.21,113.77,79.58,73.72,9.78,67.09,365.22,47.28,95.24
20/09/2018,220.03,113.57,1186.87,29.85,266.28,149.24,365.36,166.02,1944.3,47.2,165.88,31.19,31.18,115.22,80.65,74.79,9.81,68.35,367.46,47.73,95.75
21/09/2018,217.66,114.26,1166.09,28.5,263.45,150.05,361.19,162.93,1915.01,46.66,164.63,31.03,31.02,114.91,80.29,74.15,9.85,67.93,372.23,48.56,95.9
24/09/2018,220.79,114.67,1173.37,28.6,265.7,149.11,369.61,165.41,1934.36,46.91,163.16,30.74,32.61,112.27,80.6,73.84,9.59,67.59,367.99,48.44,94.92
25/09/2018,222.19,114.45,1184.65,29.11,268.41,149.58,369.43,164.91,1974.55,45.91,164.25,30.67,32.57,111.97,80.53,73.51,9.39,67.86,367.23,48.47,95.1
26/09/2018,220.42,113.98,1180.49,29.01,266.92,149.27,377.88,166.95,1974.85,45.7,165.4,30.13,32.19,111.5,81.57,72.45,9.27,68.13,365.03,48.41,94.59
27/09/2018,224.95,114.41,1194.64,29.42,267.4,150.02,380.71,168.84,2012.98,45.88,166.32,29.94,32.59,111.05,82.87,72.95,9.23,68.48,367.39,48.33,94.13
28/09/2018,225.74,114.37,1193.47,28.46,281.02,150.09,374.13,164.46,2003,47.29,164.76,29.46,30.89,111.8,83.19,71.74,9.25,68.12,371.9,48.65,93.91
01/10/2018,227.26,115.61,1195.31,28.31,289.36,150.79,381.43,162.44,2004.36,46.45,162,29.65,31.42,110.71,83.28,71.93,9.32,67.24,382.29,48.87,94.4
02/10/2018,229.28,115.15,1200.11,28.19,286.48,149.67,377.14,159.33,1971.31,48.1,160.23,29.58,29.02,108.72,83.39,71.8,9.2,66.63,386.37,49.01,95.15
03/10/2018,232.07,115.17,1202.95,29.01,286.73,149.37,377.05,162.43,1952.76,48.76,162.37,30,28.43,107.52,83.02,72.36,9.13,67.25,392.3,49.14,94.07
04/10/2018,227.99,112.79,1168.19,28.23,279.29,146.76,363.65,158.85,1909.42,48.13,156.13,30.43,27.78,106.61,80.36,72.62,9.15,65.26,389.99,48.38,94.21
05/10/2018,224.29,112.13,1157.35,28.39,269.86,145.36,351.35,157.33,1889.65,47.03,154.63,30.23,27.35,106.49,79.59,72.42,9.12,64.58,386.47,48.13,93.31
08/10/2018,223.77,110.85,1148.97,28.45,265.77,141.89,349.1,157.25,1864.42,47.03,151.14,30.27,26.46,108.19,77.63,72.59,9.26,63.09,385.77,47.52,94.69
09/10/2018,226.87,112.26,1138.82,29.27,265.54,142.31,355.71,157.9,1870.32,46.55,146.94,29.98,27.24,108.12,77.64,71.89,8.95,61.52,385.44,47.49,97.08
10/10/2018,216.36,106.16,1081.22,26.79,245.69,135.52,325.89,151.38,1755.25,44.8,138.29,29.24,25,107.34,73.58,69.95,8.82,58.41,367.47,45.63,95.76
11/10/2018,214.45,105.91,1079.32,27,235.13,133.73,321.1,153.35,1719.36,44.23,141.9,28.36,25.3,105.06,73.85,68.38,8.81,59.93,358.11,44.12,93.92
12/10/2018,222.11,109.57,1110.08,27.99,246.54,140.06,339.56,153.74,1788.61,44.88,147.29,28.46,26.34,105.28,77.92,69.84,8.64,61.98,360.11,45.71,94.81
15/10/2018,217.36,107.6,1092.25,28.61,235.38,137.23,333.13,153.52,1760.95,44.53,144.16,27.92,26.26,105.63,75.67,69.21,8.81,60.93,358.88,44.67,93.82
16/10/2018,222.15,111,1121.28,29.87,245.83,141.74,346.4,158.78,1819.96,45.94,149.6,28.53,28.18,107.39,78.73,69.71,8.8,62.83,368.25,45.82,95.81
17/10/2018,221.19,110.71,1115.69,29.55,243.06,142.45,364.7,159.42,1831.73,45.89,148.14,28.9,27.3,108.31,78.3,69.84,8.76,62.19,365.5,45.94,96.56
18/10/2018,216.02,108.5,1087.97,29.29,239.53,139.29,346.71,154.92,1770.72,44.97,142.02,28.25,26.62,107.93,71.81,68.62,8.51,60.06,359.35,45.46,96.17
19/10/2018,219.31,108.66,1096.46,28.83,229.17,140.08,332.67,154.05,1764.03,44,142.93,28.32,23.66,110.29,69.75,68.86,8.5,60.39,356.26,45.34,97.15
22/10/2018,220.65,109.63,1101.16,29.18,231.22,140.64,329.54,154.78,1789.3,45.01,148.8,27.38,25.03,109.4,69.78,66.59,8.41,62.2,355.98,45.76,97.14
23/10/2018,222.73,108.1,1103.69,28.77,221.06,139.12,333.16,154.39,1768.7,44.5,146.65,27.02,25.09,110.13,68.98,65.73,8.59,61.35,350.05,45.42,97.8
24/10/2018,215.09,102.32,1050.71,27.54,199.41,134.26,301.83,146.04,1664.2,42.42,139.61,26.19,22.79,112.96,67.25,63.8,8.18,59.07,354.65,44.07,97.56
25/10/2018,219.8,108.3,1095.57,31.8,207.84,140.52,312.87,150.95,1782.17,44.31,144.6,26.59,19.27,112.85,70.32,64.97,8.99,60.74,363.77,45.47,99.18
26/10/2018,216.3,106.96,1071.47,32.36,198.29,137.74,299.83,145.37,1642.81,45.69,142.87,26.39,17.63,110.45,68.84,64.21,8.98,60.17,359.27,44.25,98.94
29/10/2018,212.24,103.85,1020.08,32.39,185.62,134.33,284.84,142.09,1538.88,45.4,133.38,26.61,16.85,112.89,65.22,64.35,9.28,56.83,335.59,43.84,99.8
30/10/2018,213.3,103.73,1036.21,33.86,203,132.76,285.81,146.22,1530.42,47.76,136.33,26.78,17.2,113.77,67.48,64.53,9.46,57.92,349.91,44.58,102.42
31/10/2018,218.86,106.81,1076.77,34.75,210.83,137.85,301.78,151.79,1598.01,46.88,142.28,27.5,18.21,112.38,69.05,65.46,9.55,60.1,354.86,45.75,100.28
01/11/2018,222.22,105.92,1070,34.62,218.11,140.83,317.38,151.75,1665.53,48.22,151.25,27.81,20.22,111.51,69.32,65.83,9.29,62.86,363.07,45.65,100.58
02/11/2018,207.48,106.16,1057.79,34.3,214.92,139.78,309.1,150.35,1665.53,47.11,147.59,27.89,20.23,111.17,68.99,65.92,9.38,61.73,357.75,45.48,101.34
05/11/2018,201.59,107.51,1040.09,34.02,211.77,139.8,315.44,148.68,1627.8,47.97,144.64,28.06,19.9,114.39,64.34,67.3,9.53,60.87,361.98,46.14,102.91
06/11/2018,203.77,107.72,1055.81,34.42,211.06,140.79,310.84,149.94,1642.81,47.25,147.44,28.21,20.68,115.21,64.25,66.68,9.54,61.93,366.47,46.5,103.33
07/11/2018,209.95,111.96,1093.39,34.99,213.79,144.78,327.5,151.53,1755.49,48.72,152.5,28.54,21.84,115.61,65.09,68.26,9.6,63.6,372.02,47.9,104.32
08/11/2018,208.49,111.75,1082.4,34.18,205.99,145.23,317.92,147.87,1754.91,48.99,148.99,28.87,21.2,116.06,62.79,67.78,9.46,62.48,370.77,48.44,104.88
09/11/2018,204.47,109.57,1066.15,34.08,205.67,143.93,303.47,144.96,1712.43,48.11,144.85,28.52,21.03,117.48,55.01,65.76,9.38,60.98,369.34,47.11,105.56
12/11/2018,194.17,106.87,1038.63,32.01,189.54,139.72,294.07,141.55,1636.85,46.65,142.82,27.75,19.03,116.97,53.89,64.21,9.49,59.95,357.03,45.62,103.87
13/11/2018,192.23,106.94,1036.05,32.49,199.31,139.72,294.4,142.16,1631.17,47.39,146.98,27.76,19.61,117.14,52.55,64.78,9.54,61.21,349.51,45.12,102.94
14/11/2018,186.8,104.97,1043.66,32.91,197.19,139.49,286.73,144.22,1599.01,47.09,150.44,27.21,20.81,116.65,51.6,63.5,9.54,62.28,344.72,44.33,101.53
15/11/2018,191.41,107.28,1064.71,33.15,202.39,141.84,290.06,143.85,1619.44,48.11,156.22,27.9,21.49,116.8,53.56,64.6,9.31,64.39,341.57,46.77,99.54
16/11/2018,193.53,108.29,1061.49,33.67,164.43,140.18,286.21,139.53,1593.41,48.83,154.1,27.75,20.66,118.35,50.94,64.95,9.05,63.59,335.95,46.35,97.69
19/11/2018,185.86,104.62,1020,31.98,144.7,134.76,270.6,131.55,1512.29,48,149.53,27.75,19.11,119.01,49.14,64.62,9.25,62.22,320.94,45.75,96.78
20/11/2018,176.98,101.71,1025.76,31.06,149.08,133.37,266.98,132.43,1495.46,47.39,145.98,27.38,19.21,116,49.26,62.53,9.06,60.89,317.7,44.49,94.16
21/11/2018,176.78,103.11,1037.61,31.61,144.71,134.42,262.13,134.82,1516.73,47.03,149.41,27.27,18.73,115.28,50.85,62.87,9.11,62.15,317.32,44.89,94.17
