,timestamp,open,high,low,close
76,2018-06-11,1.5497,1.5526,1.5466,1.5475
77,2018-06-10,1.5487,1.5542,1.548,1.5501
78,2018-06-09,1.5477,1.5477,1.5477,1.5477
79,2018-06-08,1.5475,1.5558,1.5464,1.5478
80,2018-06-07,1.5359,1.5513,1.5356,1.5474
81,2018-06-06,1.5378,1.5392,1.5277,1.5362
82,2018-06-05,1.5287,1.5394,1.5275,1.5381
83,2018-06-04,1.5416,1.5423,1.5272,1.5286
84,2018-06-03,1.5388,1.543,1.5388,1.542
85,2018-06-01,1.5451,1.553,1.5389,1.5402
86,2018-05-31,1.5401,1.5461,1.5364,1.5455
87,2018-05-30,1.5383,1.5441,1.5358,1.5401
88,2018-05-29,1.5402,1.5456,1.5313,1.5387
89,2018-05-28,1.5465,1.5496,1.5366,1.5406
90,2018-05-27,1.544,1.547,1.5426,1.5465
91,2018-05-25,1.5463,1.5489,1.54,1.542
92,2018-05-24,1.5469,1.5527,1.5454,1.5463
93,2018-05-23,1.5542,1.5619,1.5458,1.5472
94,2018-05-22,1.554,1.5569,1.5483,1.5546
95,2018-05-21,1.5639,1.5645,1.5526,1.5545
96,2018-05-20,1.5632,1.5668,1.5618,1.5639
97,2018-05-18,1.5695,1.5728,1.5648,1.5668
98,2018-05-17,1.5705,1.5731,1.5654,1.5701
99,2018-05-16,1.5824,1.5868,1.5685,1.571
