,timestamp,open,high,low,close
0,2018-09-07,110.874,110.953,110.36,110.855
1,2018-09-06,111.463,111.513,110.5,110.667
2,2018-09-05,111.46,111.758,111.37,111.464
3,2018-09-04,111.089,111.533,110.87,111.461
4,2018-09-03,111.183,111.189,110.837,111.089
5,2018-09-02,111.044,111.186,110.998,111.169
6,2018-08-31,111.018,111.135,110.66,111.02
7,2018-08-30,111.724,111.755,110.93,111.018
8,2018-08-29,111.165,111.829,111.09,111.725
9,2018-08-28,111.072,111.358,110.93,111.181
10,2018-08-27,111.244,111.348,110.9,111.074
11,2018-08-26,111.24,111.359,111.2,111.247
12,2018-08-24,111.352,111.487,111.07,111.216
13,2018-08-23,110.549,111.395,110.51,111.352
14,2018-08-22,110.073,110.617,110.0,110.549
15,2018-08-21,109.931,110.547,109.74,110.078
16,2018-08-20,110.508,110.685,109.89,109.93
17,2018-08-19,110.475,110.608,110.46,110.499
18,2018-08-17,110.943,111.052,110.28,110.49
19,2018-08-16,110.629,111.124,110.44,110.945
20,2018-08-15,111.179,111.432,110.41,110.63
21,2018-08-14,110.722,111.315,110.56,111.18
22,2018-08-13,110.595,110.939,110.08,110.722
23,2018-08-12,110.57,110.747,110.3,110.595
24,2018-08-10,111.157,111.17,110.49,110.797
25,2018-08-09,110.882,111.185,110.68,111.158
26,2018-08-08,111.364,111.439,110.81,110.882
27,2018-08-07,111.363,111.479,110.96,111.364
28,2018-08-06,111.246,111.527,111.14,111.362
29,2018-08-05,111.24,111.263,111.12,111.246
30,2018-08-03,111.626,111.875,111.07,111.205
31,2018-08-02,111.67,111.737,111.305,111.619
32,2018-08-01,111.767,112.152,111.37,111.67
33,2018-07-31,111.022,111.958,110.738,111.767
34,2018-07-30,110.964,111.165,110.86,111.021
35,2018-07-29,110.938,111.026,110.87,110.964
36,2018-07-27,111.201,111.256,110.77,111.021
37,2018-07-26,110.915,111.25,110.57,111.201
38,2018-07-25,111.242,111.384,110.64,110.915
39,2018-07-24,111.377,111.514,110.93,111.24
40,2018-07-23,111.333,111.544,110.74,111.376
41,2018-07-22,111.397,111.508,111.16,111.334
42,2018-07-20,112.446,112.623,111.35,111.416
43,2018-07-19,112.858,113.176,112.043,112.443
44,2018-07-18,112.924,113.138,112.69,112.858
45,2018-07-17,112.313,112.949,112.2,112.924
46,2018-07-16,112.397,112.564,112.2,112.308
47,2018-07-15,112.3,112.429,112.09,112.395
48,2018-07-13,112.607,112.8,112.24,112.33
49,2018-07-12,111.941,112.661,111.89,112.607
50,2018-07-11,110.842,112.176,110.74,111.942
51,2018-07-10,110.87,111.354,110.77,110.841
52,2018-07-09,110.409,110.903,110.33,110.87
53,2018-07-08,110.444,110.479,110.28,110.408
54,2018-07-06,110.659,110.786,110.35,110.464
55,2018-07-05,110.472,110.732,110.27,110.659
56,2018-07-04,110.5,110.557,110.25,110.471
57,2018-07-03,110.839,111.135,110.45,110.5
58,2018-07-02,110.702,111.063,110.57,110.838
59,2018-07-01,110.72,110.84,110.48,110.702
60,2018-06-29,110.488,110.943,110.35,110.67
61,2018-06-28,110.231,110.649,109.94,110.49
62,2018-06-27,110.057,110.49,109.65,110.231
63,2018-06-26,109.676,110.216,109.35,110.058
64,2018-06-25,109.921,110.042,109.35,109.677
65,2018-06-24,109.89,110.02,109.72,109.921
66,2018-06-22,109.902,110.218,109.78,109.855
67,2018-06-21,110.37,110.76,109.81,109.899
68,2018-06-20,110.034,110.451,109.82,110.376
69,2018-06-19,110.542,110.548,109.53,110.034
70,2018-06-18,110.611,110.669,110.27,110.542
71,2018-06-17,110.641,110.737,110.56,110.614
72,2018-06-15,110.573,110.904,110.36,110.635
73,2018-06-14,110.195,110.694,109.89,110.571
74,2018-06-13,110.445,110.848,110.06,110.19
75,2018-06-12,110.165,110.543,110.07,110.443
76,2018-06-11,109.414,110.173,109.34,110.165
77,2018-06-10,109.477,109.504,109.2,109.418
78,2018-06-08,109.691,109.853,109.17,109.515
79,2018-06-07,110.16,110.222,109.47,109.692
80,2018-06-06,109.827,110.267,109.76,110.16
81,2018-06-05,109.9,110.005,109.45,109.826
82,2018-06-04,109.552,109.907,109.35,109.891
83,2018-06-03,109.462,109.556,109.41,109.552
84,2018-06-01,108.773,109.736,108.7,109.518
85,2018-05-31,108.824,109.003,108.37,108.773
86,2018-05-30,108.627,109.075,108.32,108.824
87,2018-05-29,109.45,109.459,108.08,108.629
88,2018-05-28,109.644,109.748,109.22,109.45
89,2018-05-27,109.463,109.832,109.373,109.641
90,2018-05-26,109.425,109.425,109.425,109.425
91,2018-05-25,109.257,109.744,109.09,109.425
92,2018-05-24,109.985,110.044,108.93,109.259
93,2018-05-23,110.824,110.879,109.54,109.989
94,2018-05-22,110.956,111.186,110.75,110.824
95,2018-05-21,110.866,111.396,110.8,110.957
96,2018-05-20,110.835,111.012,110.72,110.866
97,2018-05-18,110.783,111.082,110.58,110.776
98,2018-05-17,110.294,110.86,110.06,110.783
99,2018-05-16,110.286,110.408,110.01,110.294
