,timestamp,open,high,low,close
46,2018-07-16,1.323,1.3293,1.3216,1.3236
47,2018-07-15,1.3234,1.3235,1.3218,1.323
48,2018-07-13,1.3187,1.3239,1.3101,1.3232
49,2018-07-12,1.3206,1.3245,1.3177,1.3186
50,2018-07-11,1.3259,1.3285,1.3198,1.3206
51,2018-07-10,1.325,1.3301,1.3222,1.326
52,2018-07-09,1.33,1.3363,1.3189,1.325
53,2018-07-08,1.3304,1.3325,1.3285,1.3299
54,2018-07-06,1.322,1.329,1.3201,1.3285
55,2018-07-05,1.3229,1.3275,1.3202,1.322
56,2018-07-04,1.3192,1.325,1.3169,1.3228
57,2018-07-03,1.3141,1.3207,1.3113,1.3191
58,2018-07-02,1.3204,1.3209,1.3094,1.3141
59,2018-07-01,1.318,1.3208,1.3162,1.3203
60,2018-06-29,1.3077,1.3214,1.3067,1.3207
61,2018-06-28,1.3119,1.3121,1.3049,1.3077
62,2018-06-27,1.3223,1.3234,1.3105,1.3119
63,2018-06-26,1.3282,1.3292,1.3191,1.3223
64,2018-06-25,1.3269,1.3291,1.3219,1.3281
65,2018-06-24,1.3272,1.3272,1.3246,1.3268
66,2018-06-22,1.3246,1.3315,1.3243,1.3263
67,2018-06-21,1.3172,1.327,1.3101,1.3246
68,2018-06-20,1.3172,1.3217,1.3146,1.3172
69,2018-06-19,1.3245,1.3273,1.3149,1.3171
70,2018-06-18,1.3271,1.3276,1.3224,1.3245
71,2018-06-17,1.3273,1.3281,1.3251,1.3271
72,2018-06-15,1.3271,1.3298,1.3209,1.3275
73,2018-06-14,1.3379,1.3447,1.3254,1.327
74,2018-06-13,1.337,1.3389,1.3306,1.3378
75,2018-06-12,1.3377,1.3425,1.334,1.3369
76,2018-06-11,1.3405,1.3441,1.3343,1.3377
77,2018-06-10,1.3402,1.3414,1.3397,1.3405
78,2018-06-08,1.3422,1.3439,1.3353,1.3401
79,2018-06-07,1.3419,1.3473,1.3371,1.3421
80,2018-06-06,1.3401,1.3443,1.3396,1.3419
81,2018-06-05,1.3314,1.3409,1.33,1.3402
82,2018-06-04,1.3351,1.3399,1.3293,1.3314
83,2018-06-03,1.3342,1.3351,1.3336,1.3351
84,2018-06-01,1.3299,1.3362,1.3252,1.3346
85,2018-05-31,1.3284,1.3348,1.3276,1.3299
86,2018-05-30,1.3256,1.3307,1.324,1.3284
87,2018-05-29,1.3312,1.3325,1.3204,1.3256
88,2018-05-28,1.331,1.3341,1.3294,1.3311
89,2018-05-27,1.3312,1.3322,1.3296,1.331
90,2018-05-25,1.3385,1.3385,1.3292,1.3307
91,2018-05-24,1.3355,1.3422,1.3348,1.3384
92,2018-05-23,1.3434,1.3442,1.3304,1.3355
93,2018-05-22,1.3433,1.3492,1.3411,1.3434
94,2018-05-21,1.3475,1.3479,1.3389,1.3432
95,2018-05-20,1.3472,1.3483,1.3458,1.3475
96,2018-05-18,1.3517,1.3528,1.3453,1.3466
97,2018-05-17,1.3525,1.3569,1.3472,1.3515
98,2018-05-16,1.3495,1.3527,1.3454,1.3525
99,2018-05-15,1.3559,1.3572,1.345,1.3495
