timestamp,open,high,low,close
2018-09-29,540.9,540.9,530.74,532.88
2018-09-28,567.2,575,531,540.9
2018-09-27,513.92,590.08,512.78,567.2
2018-09-26,445.43,550,434,513.92
2018-09-25,462.94,462.94,425,445.43
2018-09-24,490.21,494.17,456.56,462.94
2018-09-23,485.73,508.65,477.28,490.21
2018-09-22,502,512.77,469.99,485.73
2018-09-21,455.16,511,449,502
2018-09-20,430,467.96,421.04,455.16
2018-09-19,432,445,408.84,430
2018-09-18,419,450,412.28,432
2018-09-17,448.3,462.5,408.75,419
2018-09-16,451,451.2,426.56,448.3
2018-09-15,449.66,460,443.7,451
2018-09-14,462.1,475,440.11,449.66
2018-09-13,433,476.34,431.9,462.1
2018-09-12,440.36,440.36,410,433
2018-09-11,465.4,477.65,425.32,440.36
2018-09-10,476.14,487.97,459.34,465.4
2018-09-09,474.32,494.38,461.8,476.14
2018-09-08,498.51,506.7,462.84,474.32
2018-09-07,516.86,530,491.62,498.51
2018-09-06,526.33,527.73,487.95,516.86
2018-09-05,627.29,632.83,524.24,526.33
2018-09-04,628.16,649.96,621.93,627.29
2018-09-03,650.68,655,623.78,628.16
2018-09-02,619.47,659.2,601.95,650.68
2018-09-01,545.15,634.11,543.08,619.47
2018-08-31,538.83,549,532.07,545.15
2018-08-30,557.47,557.9,525.14,538.83
2018-08-29,567,569.38,546,557.47
2018-08-28,548.45,574.2,540.91,567
2018-08-27,524.75,555,519.99,548.45
2018-08-26,537.2,537.2,516.22,524.75
2018-08-25,534.56,544,526.96,537.2
2018-08-24,529.77,538.34,520.23,534.56
2018-08-23,518,538.05,513.47,529.77
2018-08-22,535.74,574.99,508,518
2018-08-21,513.89,542.12,510.3,535.74
2018-08-20,571.04,576.2,505.51,513.89
2018-08-19,554.91,581.74,540,571.04
2018-08-18,603.24,609.21,536.5,554.91
2018-08-17,516.04,604.34,515.01,603.24
2018-08-16,511.01,540,504.5,516.04
2018-08-15,508.52,540.53,504.09,511.01
2018-08-14,532.68,532.68,472.3,508.52
2018-08-13,571.67,592.11,523,532.68
2018-08-12,544.8,544.8,544.8,544.8
2018-08-11,570.74,571.93,539.89,544.8
2018-08-10,608.58,612.47,557.05,570.74
2018-08-09,587.36,619.73,575.94,608.58
2018-08-08,656.92,656.92,565.85,587.36
2018-08-07,690.61,713.1,647.15,656.92
2018-08-06,710.83,716,681.29,690.61
2018-08-05,694.38,716,687.9,710.83
2018-08-04,726.57,734.99,690,694.38
2018-08-03,732,732,701,726.57
2018-08-02,765.07,771.94,722.76,732
2018-08-01,776.47,777.62,733.96,765.07
2018-07-31,817.14,817.14,761,776.47
2018-07-30,831.39,833.14,785,817.14
2018-07-29,819.5,839.98,814.04,831.39
2018-07-28,820,827.22,800,819.5
2018-07-27,806,830.39,781,820
2018-07-26,832.25,865,791.98,806
2018-07-25,869.74,878.5,812,832.25
2018-07-24,781.96,880,774.64,869.74
2018-07-23,785.99,830,778.63,781.96
2018-07-22,786.39,828.34,777.61,785.99
2018-07-21,764,804.5,742.68,786.39
2018-07-20,824.13,824.13,761.12,764
2018-07-19,825.82,845,804.78,824.13
2018-07-18,856.46,892.15,804.5,825.82
2018-07-17,804.79,874.89,780.96,856.46
2018-07-16,724.49,811.79,716.39,804.79
2018-07-15,702.03,732.89,697.2,724.49
2018-07-14,693.76,709.33,687,702.03
2018-07-13,684.89,712.4,684.89,693.76
2018-07-12,705.29,705.64,663.17,684.89
2018-07-11,687.42,710.81,684.53,705.29
2018-07-10,727.53,736.65,684.53,687.42
2018-07-09,748.75,758.77,726.31,727.53
2018-07-08,773.3,781,741.1,748.75
2018-07-07,733.42,775,710,773.3
2018-07-06,744.72,745.44,697.83,733.42
2018-07-05,764.54,785.94,714.63,744.72
2018-07-04,756.79,810,737.56,764.54
2018-07-03,783.36,834.83,750.79,756.79
2018-07-02,739.48,797.15,720.99,783.36
2018-07-01,747.98,754,716.66,739.48
2018-06-30,715.38,781.02,714.64,747.98
2018-06-29,660.42,739.99,644.88,715.38
2018-06-28,713.91,722.57,647.69,660.42
2018-06-27,696.83,723,686.74,713.91
2018-06-26,754.89,757.93,692,696.83
2018-06-25,747.27,779.05,732.51,754.89
2018-06-24,761.22,772.96,660,747.27
2018-06-23,749.57,776.76,732,761.22
2018-06-22,871,874.82,719.03,749.57
2018-06-21,890.74,904.73,867,871
2018-06-20,906.06,908.4,863.49,890.74
2018-06-19,884.2,927.87,872.68,906.06
2018-06-18,847.47,900,825,884.2
2018-06-17,849.2,862.87,842.79,847.47
2018-06-16,843.09,860.44,827.46,849.2
2018-06-15,897.63,898.99,835.23,843.09
2018-06-14,841.04,907,828.26,897.63
2018-06-13,867.05,883,801.72,841.04
2018-06-12,953.28,959.26,845.18,867.05
2018-06-11,932.4,979,893.26,953.28
2018-06-10,1086.89,1086.89,894.31,932.4
2018-06-09,1115.21,1138.49,1080.18,1086.89
2018-06-08,1144.25,1150,1085.59,1115.21
2018-06-07,1131.8,1169.72,1127.75,1144.25
2018-06-06,1153.56,1157.6,1094.73,1131.8
2018-06-05,1097.49,1161.41,1048,1153.56
2018-06-04,1167.37,1210.36,1075,1097.49
2018-06-03,1082.27,1193.29,1074.01,1167.37
2018-06-02,1001.29,1099.42,994.47,1082.27
2018-06-01,995.59,1012.04,974.29,1001.29
2018-05-31,982.05,1032.07,971.03,995.59
2018-05-30,982.51,1028.41,947.07,982.05
2018-05-29,883.71,1008,870,982.51
2018-05-28,995,1004.3,871,883.71
2018-05-27,1005,1008.98,976.08,995
2018-05-26,1013,1045.45,995,1005
2018-05-25,1068.37,1074,985.71,1013
2018-05-24,992.21,1080.98,945,1068.37
2018-05-23,1135.18,1152.82,969,992.21
2018-05-22,1226.22,1229.57,1121.7,1135.18
2018-05-21,1294.06,1305.38,1208.25,1226.22
2018-05-20,1175.63,1312.59,1163.47,1294.06
2018-05-19,1201.31,1215.22,1150.66,1175.63
2018-05-18,1192.47,1220.21,1131.57,1201.31
2018-05-17,1280.36,1340.71,1157.95,1192.47
2018-05-16,1333.5,1353.64,1213.65,1280.36
2018-05-15,1411.03,1454.73,1306.59,1333.5
2018-05-14,1483.11,1494.83,1325.25,1411.03
2018-05-13,1455.37,1497,1399.84,1483.11
2018-05-12,1353.1,1505,1263.98,1455.37
2018-05-11,1520,1555.61,1315,1353.1
2018-05-10,1623.78,1669.73,1510,1520
2018-05-09,1602.56,1676.4,1460.8,1623.78
2018-05-08,1650.84,1694.89,1550.88,1602.56
2018-05-07,1760.27,1790,1569.92,1650.84
2018-05-06,1762,1849.99,1681.45,1760.27
2018-05-05,1516.26,1762,1513.89,1762
2018-05-04,1514.22,1540.6,1461.77,1516.26
2018-05-03,1456.27,1542.48,1449.16,1514.22
2018-05-02,1351.14,1490,1323.37,1456.27
2018-05-01,1345,1363,1236.06,1351.14
2018-04-30,1438.9,1445,1328,1345
2018-04-29,1398.72,1485.32,1370.4,1438.9
2018-04-28,1346.16,1418.85,1325.25,1398.72
2018-04-27,1424.95,1428,1325.25,1346.16
2018-04-26,1292.66,1428.42,1242,1424.95
2018-04-25,1403.5,1442.5,1230,1292.66
2018-04-24,1440,1569.84,1391.5,1403.5
2018-04-23,1187.83,1450.68,1187.83,1440
2018-04-22,1149.47,1259.12,1106.03,1187.83
2018-04-21,1121.69,1191.36,1014.32,1149.47
2018-04-20,967.59,1149,940,1121.69
2018-04-19,894.4,985,876.95,967.59
2018-04-18,762.9,900,755.11,894.4
2018-04-17,769,787.38,751.5,762.9
2018-04-16,776.96,804.98,739.6,769
2018-04-15,733.43,786,733.43,776.96
2018-04-14,743,760.81,715.68,733.43
2018-04-13,736.83,785.65,722.01,743
2018-04-12,670.47,740.23,651.95,736.83
2018-04-11,644.8,670.5,644.8,670.47
2018-04-10,638.3,660.77,626.21,644.8
2018-04-09,652.69,679.93,623,638.3
2018-04-08,639.67,660.56,636.54,652.69
2018-04-07,603.64,656.59,603.64,639.67
2018-04-06,640.31,647,597.93,603.64
2018-04-05,648.7,657.36,615.02,640.31
2018-04-04,712,712,635,648.7
2018-04-03,662.75,721.36,658.78,712
2018-04-02,641.96,686.48,636.25,662.75
2018-04-01,682.81,697.19,623.23,641.96
2018-03-31,698.27,735.34,679.84,682.81
2018-03-30,708,770,670.45,698.27
2018-03-29,860.3,869.31,693.74,708
2018-03-28,877.51,900.09,848.81,860.3
2018-03-27,913.44,928.41,867.98,877.51
2018-03-26,972.31,978.6,881.44,913.44
2018-03-25,972.37,993.34,963.5,972.31
2018-03-24,1027.18,1032.33,968.5,972.37
2018-03-23,1010,1027.18,960.1,1027.18
2018-03-22,1034.08,1065.53,986,1010
2018-03-21,1054,1083.11,1005,1034.08
2018-03-20,996.54,1075.56,950.7,1054
2018-03-19,934.07,999.75,904.7,996.54
2018-03-18,952.48,952.48,844.68,934.07
2018-03-17,973.65,1030.26,921.13,952.48
2018-03-16,937.99,1062.13,894,973.65
2018-03-15,940.94,955,867.55,937.99
2018-03-14,1057.06,1070.9,909.44,940.94
2018-03-13,1047.33,1100.63,992.25,1057.06
2018-03-12,1136.19,1149.58,1008.88,1047.33
2018-03-11,999.99,1156.55,963.57,1136.19
2018-03-10,1064.87,1086.33,986,999.99
2018-03-09,1034.8,1077,920,1064.87
2018-03-08,1093.38,1111.06,992.05,1034.8
2018-03-07,1202,1217.41,1030,1093.38
2018-03-06,1260,1267.69,1172.35,1202
2018-03-05,1291.25,1291.91,1260,1260
2018-03-04,1261.39,1291.25,1216.57,1291.25
2018-03-03,1273.79,1299,1246.28,1261.39
2018-03-02,1283,1303,1251.72,1273.79
2018-03-01,1197.94,1309,1185.49,1283
2018-02-28,1232.53,1276.81,1196.68,1197.94
2018-02-27,1242.88,1295.75,1216.69,1232.53
2018-02-26,1168.96,1271.58,1137.96,1242.88
2018-02-25,1179.71,1200,1132,1168.96
2018-02-24,1259.95,1299,1130,1179.71
2018-02-23,1211.99,1309,1146.1,1259.95
2018-02-22,1286.75,1340,1171,1211.99
2018-02-21,1380.5,1404.88,1252.73,1286.75
2018-02-20,1512.52,1550,1374.99,1380.5
2018-02-19,1445.9,1547,1445.9,1512.52
2018-02-18,1538.76,1630,1390,1445.9
2018-02-17,1530,1550.46,1495.9,1538.76
2018-02-16,1357,1548,1350,1530
2018-02-15,1353.41,1392,1305,1357
2018-02-14,1218.47,1379.9,1218.47,1353.41
2018-02-13,1277.77,1287.64,1192.33,1218.47
2018-02-12,1203.01,1295,1203.01,1277.77
2018-02-11,1237.06,1300.86,1182.27,1203.01
2018-02-10,1297.5,1384.77,1190.03,1237.06
2018-02-09,1286.85,1346,1191.59,1297.5
2018-02-08,947.78,1360,940.02,1286.85
2018-02-07,964.19,1050,894.67,947.78
2018-02-06,890.78,976.55,758.57,964.19
2018-02-05,1154.95,1162.72,831.39,890.78
2018-02-04,1275.44,1290,1095,1154.95
2018-02-03,1191.05,1320.01,1063.02,1275.44
2018-02-02,1272.34,1273.23,992.2,1191.05
2018-02-01,1493.86,1506.27,1218.8,1272.34
2018-01-31,1469.04,1523.9,1401,1493.86
2018-01-30,1660,1660,1458,1469.04
2018-01-29,1768.99,1790,1632.17,1660
2018-01-28,1626.16,1790,1626.16,1768.99
2018-01-27,1590,1669.99,1559.27,1626.16
2018-01-26,1630.08,1678.1,1480.85,1590
2018-01-25,1650.79,1700,1600,1630.08
2018-01-24,1613.47,1679.2,1550,1650.79
2018-01-23,1595.55,1690.94,1480,1613.47
2018-01-22,1761.54,1807.86,1500,1595.55
2018-01-21,2016.9,2025.09,1692,1761.54
2018-01-20,1738,2208,1728.77,2016.9
2018-01-19,1688.43,1831.48,1671.55,1738
2018-01-18,1734,1878.73,1659,1688.43
2018-01-17,1710.15,1870,1340.57,1734
2018-01-16,2378,2404.18,1512.02,1710.15
2018-01-15,2514.98,2549.2,2331.9,2378
2018-01-14,2654.43,2724.05,2410.5,2514.98
2018-01-13,2595.87,2853.27,2550.45,2654.43
2018-01-12,2437,2623.85,2353,2595.87
2018-01-11,2840,2960,2300,2437
2018-01-10,2354.25,2938,2270.8,2840
2018-01-09,2385.39,2489,2306.25,2354.25
2018-01-08,2523.82,2560.33,2150.14,2385.39
2018-01-07,2536.53,2755,2486.1,2523.82
2018-01-06,2390,2640.3,2320,2536.53
2018-01-05,2350,2525.23,2301.11,2390
2018-01-04,2559,2560,2298,2350
2018-01-03,2554.38,2777,2503,2559
2018-01-02,2302,2700,2299.55,2554.38
2018-01-01,2360,2408.58,2240,2302
2017-12-31,2202.62,2480,2140,2360
2017-12-30,2594,2628.14,2055,2202.62
2017-12-29,2467.88,2872.32,2287.33,2594
2017-12-28,2702,2725,2255,2467.88
2017-12-27,2922,2922,2560.84,2702
2017-12-26,2726,2923,2693.74,2922
2017-12-25,2775,2875.74,2560,2726
2017-12-24,2885,2892,2360,2775
2017-12-23,2456,3156.07,2403.5,2885
2017-12-22,2993.62,3131.8,1812,2456
2017-12-21,3709.44,3729,2755,2993.62
2017-12-20,2667.82,4212,2665,3709.44
2017-12-19,2139.16,2800,2052,2667.82
2017-12-18,1825,2315,1745,2139.16
2017-12-17,1777.7,1910.2,1770.8,1825
2017-12-16,1799,1868,1735,1777.7
2017-12-15,1932.9,1933.22,1626,1799
2017-12-14,1550,1980,1545,1932.9
2017-12-13,1526.07,1604.01,1431.62,1550
2017-12-12,1384.1,1559.82,1372.42,1526.07
2017-12-11,1287,1432,1287,1384.1
2017-12-10,1369.24,1377,1182,1287
2017-12-09,1382,1486.43,1290,1369.24
2017-12-08,1230,1575,1136.23,1382
2017-12-07,1347,1361.75,1211,1230
2017-12-06,1430,1461.12,1300.75,1347
2017-12-05,1533.65,1585,1419.6,1430
2017-12-04,1505.44,1544.61,1431.67,1533.65
2017-12-03,1391.5,1625,1374,1505.44
2017-12-02,1418,1469,1365.47,1391.5
2017-12-01,1317.51,1450,1239.93,1418
2017-11-30,1335,1418,1163,1317.51
2017-11-29,1482,1635.15,1280,1335
2017-11-28,1584.27,1594.5,1470,1482
2017-11-27,1717.03,1724.9,1553,1584.27
2017-11-26,1545.93,1730,1525,1717.03
2017-11-25,1619.66,1641.83,1506.23,1545.93
2017-11-24,1660,1757,1525.61,1619.66
2017-11-23,1296,1670,1292.15,1660
2017-11-22,1170,1345,1165,1296
2017-11-21,1245,1245.5,1144,1170
2017-11-20,1181.21,1253.85,1171,1245
2017-11-19,1240.18,1259,1129,1181.21
2017-11-18,1178,1373,1171,1240.18
2017-11-17,906,1219.98,856,1178
2017-11-16,1181,1193.8,866.67,906
2017-11-15,1246,1320.26,1167,1181
2017-11-14,1347,1379.73,1186.16,1246
2017-11-13,1367.71,1500,1005.33,1347
2017-11-12,1326,2860,1153,1367.71
2017-11-11,1019,1499.32,890,1326
2017-11-10,641,1034,638.91,1019
2017-11-09,617.9,670,613,641
2017-11-08,604.98,643,522.83,617.9
2017-11-07,587,617.57,585.84,604.98
2017-11-06,625,651,585.95,587
2017-11-05,611.93,637.8,570,625
2017-11-04,622.52,638.2,560,611.93
2017-11-03,572,686,557,622.52
2017-11-02,534.25,594,495,572
2017-11-01,435.11,546.77,434.1,534.25
2017-10-31,446,455,424.64,435.11
2017-10-30,453.17,482.04,415.1,446
2017-10-29,417.24,522.7,399.1,453.17
2017-10-28,362.51,420.5,362.51,417.24
2017-10-27,336,373.61,334.53,362.51
2017-10-26,330,350.66,327.05,336
